Carrier,Origin City,Destination City,Month,Aircraft,Seats,Passengers,Distance,Departures Performed,Departures Scheduled
Southwest Airlines Co.,"Phoenix, AZ","Raleigh/Durham, NC",12,612,3146,2825,1891,22,22
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",12,699,41140,33422,1773,220,221
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",11,614,160,154,1773,1,1
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",11,694,150,130,1773,1,1
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",11,687,581,524,1773,2,2
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",11,698,256,185,1773,2,2
Southwest Airlines Co.,"Phoenix, AZ","Raleigh/Durham, NC",11,614,1925,1702,1891,11,11
Southwest Airlines Co.,"Phoenix, AZ","Raleigh/Durham, NC",11,612,2717,2493,1891,19,19
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",11,696,5901,5277,1773,23,23
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",11,622,4512,4154,1773,24,24
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",11,699,34221,30614,1773,183,183
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",10,694,450,406,1773,3,3
Southwest Airlines Co.,"Phoenix, AZ","Raleigh/Durham, NC",10,612,715,695,1891,5,5
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",10,622,4512,4135,1773,24,24
Southwest Airlines Co.,"Phoenix, AZ","Raleigh/Durham, NC",10,614,4725,4281,1891,27,26
American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",10,699,41514,36779,1773,222,222
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",4,614,166,149,2400,1,1
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",6,634,179,151,2400,1,1
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",2,698,119,83,2400,1,1
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",3,888,180,168,2239,1,1
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",3,696,247,193,2296,1,1
American Airlines Inc.,"San Diego, CA","Raleigh/Durham, NC",5,699,187,135,2193,1,1
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",9,694,150,81,2400,1,1
Frontier Airlines Inc.,"San Diego, CA","Raleigh/Durham, NC",9,694,180,130,2193,1,1
Frontier Airlines Inc.,"San Diego, CA","Raleigh/Durham, NC",9,722,186,150,2193,1,1
Frontier Airlines Inc.,"San Diego, CA","Raleigh/Durham, NC",8,694,180,128,2193,1,1
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",1,698,132,124,2239,1,1
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",3,698,2282,1887,2400,16,2
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",5,698,2082,1728,2400,15,2
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,614,332,196,2400,2,2
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",9,721,185,156,2400,1,2
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",1,634,358,317,2400,2,2
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",2,634,537,422,2400,3,3
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",4,634,537,525,2400,3,3
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",5,694,450,423,2244,3,3
Frontier Airlines Inc.,"San Diego, CA","Raleigh/Durham, NC",8,699,920,646,2193,4,4
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",9,634,537,429,2400,3,4
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",4,699,748,668,2244,4,4
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",6,698,640,495,2400,5,5
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",7,698,2044,1422,2400,14,5
American Airlines Inc.,"San Jose, CA","Charlotte, NC",6,694,750,597,2274,5,6
American Airlines Inc.,"San Diego, CA","Charlotte, NC",1,694,900,804,2077,6,6
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",4,614,960,728,2239,6,6
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",1,696,1762,1155,2296,7,7
Frontier Airlines Inc.,"San Diego, CA","Raleigh/Durham, NC",9,699,1610,773,2193,7,7
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",8,614,1162,968,2400,7,7
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",9,698,1379,935,2400,10,8
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",1,699,1496,1354,2244,8,8
Frontier Airlines Inc.,"San Diego, CA","Raleigh/Durham, NC",10,699,2070,1291,2193,9,9
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",8,698,2520,1934,2400,18,9
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",2,694,1650,1382,2400,11,11
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",1,698,1190,739,2400,10,11
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",3,634,1969,1697,2400,11,11
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",1,694,1950,1560,2400,13,13
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",8,698,1792,1623,2400,14,14
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,698,2163,1663,2400,15,15
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",3,694,2400,2153,2400,16,16
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,694,2384,1789,2400,16,16
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",9,614,2988,2016,2400,18,18
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",4,694,2700,2514,2400,18,18
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",1,698,2432,2201,2400,19,19
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",1,694,2950,1509,2400,20,20
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",2,614,3200,2721,2239,20,20
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,694,3000,2654,2400,20,20
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",9,694,2384,1597,2400,16,20
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",6,698,2816,2484,2239,22,22
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",8,694,1788,1357,2400,12,22
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",3,614,3520,3314,2239,22,22
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",7,698,2944,2608,2239,23,23
American Airlines Inc.,"San Jose, CA","Charlotte, NC",6,699,4488,4195,2274,24,24
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",9,698,2816,2126,2239,22,24
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",8,698,3072,2848,2239,24,24
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",1,614,3840,2837,2239,24,24
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",5,698,3200,2858,2400,25,25
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",10,698,3328,2810,2239,26,26
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",7,694,2533,2018,2400,17,26
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",2,698,3328,2914,2400,26,26
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",4,694,3900,3431,2244,26,26
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",2,614,4320,3512,2239,27,27
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",2,694,4005,2452,2400,27,27
American Airlines Inc.,"San Jose, CA","Charlotte, NC",5,694,3900,3047,2274,26,27
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",2,694,4200,3924,2244,28,28
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",10,614,4344,3380,2239,27,28
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",5,699,5236,4738,2244,28,28
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",5,694,2384,1865,2400,16,29
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",4,694,2384,1859,2400,16,29
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",5,698,3200,2579,2239,25,29
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",9,699,5423,4265,2244,29,29
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",3,694,2235,1868,2400,15,29
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",1,614,4639,3611,2239,29,30
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",6,614,4800,4265,2239,30,30
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",6,699,5610,5348,2244,30,30
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",9,614,4640,3185,2239,29,30
American Airlines Inc.,"San Jose, CA","Charlotte, NC",9,699,5610,4183,2274,30,30
American Airlines Inc.,"San Jose, CA","Charlotte, NC",10,699,5610,4823,2274,30,30
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",10,699,5610,5035,2244,30,30
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",3,614,4799,4614,2239,30,30
American Airlines Inc.,"San Jose, CA","Charlotte, NC",8,699,5610,5232,2274,30,30
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",4,698,3840,3552,2400,30,30
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",1,694,4650,3923,2244,31,31
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",3,694,4650,4250,2244,31,31
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",9,698,3840,3027,2400,30,31
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",8,699,5610,4959,2244,30,31
Alaska Airlines Inc.,"San Francisco, CA","Raleigh/Durham, NC",6,694,2086,1642,2400,14,31
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",7,614,4960,4462,2239,31,31
American Airlines Inc.,"San Jose, CA","Charlotte, NC",7,699,5049,4410,2274,27,31
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",7,699,5610,5144,2244,30,31
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",8,614,4960,4509,2239,31,31
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",3,698,3968,3645,2400,31,31
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",5,694,4950,4456,2400,33,33
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",5,614,5280,4222,2239,33,33
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,698,4352,3760,2400,34,35
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",10,614,6079,5458,2239,38,39
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",8,694,6000,5587,2400,40,40
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",9,614,6880,5123,2239,43,43
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",8,614,7520,7036,2239,47,47
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",4,698,6400,5278,2239,50,51
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",4,614,8320,7591,2239,52,52
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",6,694,8100,7326,2400,54,54
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",7,614,8800,8124,2239,55,55
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",6,614,9120,8383,2239,57,57
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",5,614,9119,8269,2239,57,58
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",7,694,9150,8430,2400,61,61
American Airlines Inc.,"San Diego, CA","Charlotte, NC",4,699,11407,10650,2077,61,63
American Airlines Inc.,"San Diego, CA","Charlotte, NC",2,699,15334,13880,2077,82,82
American Airlines Inc.,"San Diego, CA","Charlotte, NC",1,699,15521,12132,2077,83,83
American Airlines Inc.,"San Diego, CA","Charlotte, NC",9,699,15334,11736,2077,82,84
American Airlines Inc.,"San Diego, CA","Charlotte, NC",10,699,16269,14927,2077,87,87
American Airlines Inc.,"San Diego, CA","Charlotte, NC",5,699,16269,14505,2077,87,88
American Airlines Inc.,"San Diego, CA","Charlotte, NC",6,699,16830,15738,2077,90,90
American Airlines Inc.,"San Diego, CA","Charlotte, NC",7,699,16643,14859,2077,89,91
American Airlines Inc.,"San Diego, CA","Charlotte, NC",8,699,17017,15493,2077,91,92
American Airlines Inc.,"San Diego, CA","Charlotte, NC",3,699,17017,16174,2077,91,93
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",3,699,22814,18898,2296,122,123
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",2,699,25245,18224,2296,135,136
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",4,699,25432,20847,2296,136,136
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",1,699,27676,19107,2296,148,150
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",10,699,28611,25110,2296,153,153
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",9,699,28798,21303,2296,154,156
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",2,699,31223,27531,2125,167,168
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",8,699,31229,28230,2296,167,169
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",5,699,31790,26950,2296,170,171
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",4,699,31959,29515,2125,171,174
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",6,699,32538,30005,2296,174,178
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",9,699,32719,25223,2125,175,179
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",6,699,32906,31483,2125,176,180
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",10,699,33455,29966,2125,179,181
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",7,699,32912,29398,2296,176,182
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",5,699,34209,31194,2125,183,184
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",7,699,33280,31151,2125,178,186
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",8,699,33841,32164,2125,181,186
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",3,699,34776,32610,2125,186,186
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",1,699,34034,28916,2125,182,186
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",12,614,166,152,2400,1,1
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",12,614,160,145,2125,1,1
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",12,622,188,95,2125,1,1
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",12,698,128,124,2125,1,1
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",12,694,150,148,2296,1,1
American Airlines Inc.,"San Diego, CA","Charlotte, NC",12,698,256,149,2077,2,2
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",12,698,476,238,2400,4,3
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",12,634,1432,1167,2400,8,8
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",12,694,2100,1970,2125,14,14
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",12,698,1920,1610,2400,15,15
American Airlines Inc.,"San Diego, CA","Charlotte, NC",12,694,2400,2215,2077,16,16
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",12,696,4029,3543,2296,16,17
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",12,694,3600,3350,2400,24,24
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",12,694,3900,3425,2244,26,26
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",12,694,4002,2372,2400,27,28
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",12,699,5610,4918,2244,30,30
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",12,614,4960,4040,2239,31,31
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",12,614,4960,4150,2239,31,31
American Airlines Inc.,"San Diego, CA","Charlotte, NC",12,699,10659,9335,2077,57,57
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",12,699,27863,21985,2296,149,149
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",12,699,31591,28545,2125,169,169
American Airlines Inc.,"San Diego, CA","Charlotte, NC",11,694,150,139,2077,1,1
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",11,698,238,191,2400,2,2
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",11,698,256,249,2125,2,2
American Airlines Inc.,"San Jose, CA","Charlotte, NC",11,694,300,298,2274,2,2
American Airlines Inc.,"San Diego, CA","Charlotte, NC",11,698,384,357,2077,3,3
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",11,694,450,410,2296,3,3
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",11,614,640,577,2400,4,4
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",11,698,640,463,2238,5,5
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",11,634,1611,1388,2400,9,9
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",11,694,1950,1759,2400,13,13
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",11,694,3000,2804,2244,20,20
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",11,698,2816,2499,2400,22,22
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",11,694,3450,3348,2125,23,23
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",11,614,4000,3401,2238,25,25
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",11,694,4011,2737,2400,27,28
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",11,614,4800,4268,2238,30,30
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",11,699,5797,5283,2244,31,31
American Airlines Inc.,"San Diego, CA","Charlotte, NC",11,699,13277,12425,2077,71,71
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",11,699,28032,25522,2125,150,150
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",11,699,28611,24573,2296,153,154
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",10,694,450,377,2296,3,3
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,694,900,614,2400,6,6
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,634,1611,1424,2400,9,9
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,614,2146,1677,2400,13,13
Virgin America,"San Francisco, CA","Raleigh/Durham, NC",10,698,1547,1048,2400,13,13
United Air Lines Inc.,"San Francisco, CA","Raleigh/Durham, NC",10,698,2688,2373,2400,21,21
American Airlines Inc.,"San Jose, CA","Charlotte, NC",10,694,3300,3107,2274,22,22
American Airlines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",10,698,3840,3299,2239,30,30
Delta Air Lines Inc.,"Los Angeles, CA","Raleigh/Durham, NC",10,614,4959,4509,2239,31,31
American Airlines Inc.,"Sacramento, CA","Charlotte, NC",10,699,10098,8931,2244,54,54
American Airlines Inc.,"San Diego, CA","Charlotte, NC",10,699,15146,13375,2077,81,81
American Airlines Inc.,"San Francisco, CA","Charlotte, NC",10,699,30294,24977,2296,162,162
American Airlines Inc.,"Los Angeles, CA","Charlotte, NC",10,699,33823,30942,2125,181,181
American Airlines Inc.,"San Diego, CA","Columbia, SC",7,699,187,182,2078,1,1
American Airlines Inc.,"San Diego, CA","Columbia, SC",5,699,187,155,2078,1,1
Republic Airline,"Denver, CO","Charlotte, NC",7,677,70,67,1337,1,1
Frontier Airlines Inc.,"Denver, CO","Charlotte, NC",2,699,230,125,1337,1,1
Frontier Airlines Inc.,"Denver, CO","Charlotte, NC",4,694,180,135,1337,1,1
Frontier Airlines Inc.,"Denver, CO","Charlotte, NC",4,699,230,144,1337,1,1
United Air Lines Inc.,"Denver, CO","Raleigh/Durham, NC",1,694,150,141,1436,1,1
United Air Lines Inc.,"Denver, CO","Raleigh/Durham, NC",5,614,166,137,1436,1,1
Republic Airline,"Denver, CO","Charlotte, NC",6,673,76,60,1337,1,1
SkyWest Airlines Inc.,"Denver, CO","Charlotte, NC",7,673,76,75,1337,1,1
American Airlines Inc.,"Denver, CO","Raleigh/Durham, NC",5,699,187,171,1436,1,1
Republic Airline,"Denver, CO","Charlotte, NC",8,677,70,62,1337,1,1
United Air Lines Inc.,"Denver, CO","Charlotte, NC",9,698,128,118,1337,1,1
Allegiant Air,"Denver, CO","Asheville, NC",9,694,180,167,1248,1,1
Southwest Airlines Co.,"Denver, CO","Raleigh/Durham, NC",10,838,175,162,1436,1,1
Frontier Airlines Inc.,"Denver, CO","Charlotte, NC",7,699,230,137,1337,1,1
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",7,698,150,119,1370,1,1
American Airlines Inc.,"Denver, CO","Raleigh/Durham, NC",7,699,187,184,1436,1,1
American Airlines Inc.,"Denver, CO","Charlotte, NC",10,614,160,136,1337,1,1
Republic Airline,"Denver, CO","Charlotte, NC",10,677,70,66,1337,1,1
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",8,722,186,138,1370,1,1
Southwest Airlines Co.,"Denver, CO","Raleigh/Durham, NC",9,838,175,151,1436,1,1
United Air Lines Inc.,"Denver, CO","Charlotte, NC",4,698,256,216,1337,2,2
American Airlines Inc.,"Denver, CO","Charlotte, NC",8,694,300,232,1337,2,2
Southwest Airlines Co.,"Denver, CO","Raleigh/Durham, NC",6,838,525,501,1436,3,3
United Air Lines Inc.,"Denver, CO","Raleigh/Durham, NC",7,694,450,410,1436,3,3
Southwest Airlines Co.,"Denver, CO","Raleigh/Durham, NC",7,838,525,513,1436,3,3
American Airlines Inc.,"Denver, CO","Charlotte, NC",3,694,300,219,1337,2,3
United Air Lines Inc.,"Denver, CO","Raleigh/Durham, NC",10,634,537,439,1436,3,3
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",7,722,558,488,1370,3,3
Southwest Airlines Co.,"Denver, CO","Raleigh/Durham, NC",8,838,525,482,1436,3,3
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",8,694,540,507,1370,3,3
American Airlines Inc.,"Denver, CO","Charlotte, NC",8,698,384,309,1337,3,3
American Airlines Inc.,"Montrose/Delta, CO","Charlotte, NC",2,698,512,472,1505,4,4
American Airlines Inc.,"Denver, CO","Charlotte, NC",6,698,512,468,1337,4,4
American Airlines Inc.,"Denver, CO","Charlotte, NC",7,698,512,496,1337,4,4
United Air Lines Inc.,"Denver, CO","Raleigh/Durham, NC",9,614,664,614,1436,4,4
United Air Lines Inc.,"Denver, CO","Charlotte, NC",8,694,600,543,1337,4,4
American Airlines Inc.,"Montrose/Delta, CO","Charlotte, NC",1,698,512,338,1505,4,4
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",5,694,720,670,1370,4,4
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",6,722,930,765,1370,5,5
Allegiant Air,"Denver, CO","Asheville, NC",5,694,900,723,1248,5,5
United Air Lines Inc.,"Denver, CO","Charlotte, NC",6,694,750,691,1337,5,5
American Airlines Inc.,"Montrose/Delta, CO","Charlotte, NC",3,698,512,437,1505,4,5
American Airlines Inc.,"Denver, CO","Charlotte, NC",9,694,900,601,1337,6,6
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",6,694,1080,969,1370,6,6
United Air Lines Inc.,"Denver, CO","Charlotte, NC",1,698,768,735,1337,6,6
United Air Lines Inc.,"Denver, CO","Raleigh/Durham, NC",3,698,896,857,1436,7,7
Frontier Airlines Inc.,"Denver, CO","Greensboro/High Point, NC",4,694,1260,906,1370,7,7
SkyWest Airlines Inc.,"Denver, CO","Charlotte, NC",8,673,608,581,1337,8,8
United Air Lines Inc.,"Denver, CO","Raleigh/Durham, NC",6,694,1200,1112,1436,8,8
Southwest Airlines Co.,"Denver, CO","Raleigh/Durham, NC",2,612,1144,1071,1436,8,8
Allegiant Air,"Denver, CO","Asheville, NC",7,694,1440,1269,1248,8,8
Frontier Airlines Inc.,"Denver, CO","Charlotte, NC",5,698,1200,1102,1337,8,8
